Date,Entry,anger,disgust,fear,joy,sadness,surprise,neutral,Negative,Neutral,Positive
2024-04-01,"The day started like any other. Woke up, had my usual coffee, and went about my routine. Work was neither too stressful nor too exciting—just another regular day. Even the evening felt routine, with dinner, a little TV, and scrolling through social media before heading to bed.",0.0135360017917975,0.0169695990963011,0.2022634067540079,0.1559306694952225,0.4330373584421862,0.0965898088576301,0.0816731555628543,0.0295296507781268,0.4451756638805633,0.5252946853413099
2024-04-02,"Met an old friend unexpectedly at a cafe. We hadn’t talked in years, but it felt like no time had passed. We laughed about old times, shared updates about life, and left with a warmth that carried me through the rest of the day. It reminded me how little moments like these can be so uplifting.",0.0059778056352694,0.0145949344607348,0.0227078780863986,0.4913806185598781,0.2242402348232521,0.0830939602145401,0.1580045682199267,0.1160231556547915,0.2920492810429223,0.5919275633022861
2024-04-03,"Received a random package at my doorstep. Turns out, it was a book I had pre-ordered months ago and completely forgotten about. That small but pleasant surprise brought a smile to my face. I spent the evening flipping through its pages, already hooked by the first few chapters.",0.0124771270198598,0.0151312781884751,0.0062345478509024,0.3980316448595037,0.2722032806890184,0.0087419702024746,0.2871801511897658,0.1025223383408402,0.3636527258103121,0.5338249358488476
2024-04-04,"Saw an old picture today, and it brought back memories of someone I don’t talk to anymore. It made me wonder how things could have been different. I carried that heaviness with me all day, replaying past conversations in my mind and feeling that bittersweet nostalgia settle in my chest.",0.003434885605303,0.022891510883861,0.0074683481329249,0.0090475035627895,0.0300756944191673,0.3425434643259262,0.5845385930700279,0.3135191692493675,0.5511985441619834,0.1352822865886489
2024-04-05,"Had an amazing workout today—one of those days where everything just clicks. I felt strong, energized, and proud of myself for pushing through. There's something so satisfying about feeling progress, both physically and mentally. Ended the night with a good meal, feeling accomplished and happy.",0.002322652745708,0.0018052737436585,0.001513516713939,0.8820294661997076,0.0146661783272195,0.0031796915254849,0.0944832207442822,0.0016350526726845,0.0152263080756679,0.9831386392516476
2024-04-06,"Woke up from a nightmare, the kind that lingers even after you realize it wasn’t real. My heart was still pounding, and it took a while to shake the uneasy feeling. Even the shadows in my room felt eerie. I distracted myself with a podcast until I calmed down enough to fall asleep again.",0.0260167059186067,0.0755855840452286,0.7213419417363562,0.0047272714532075,0.0745313191825146,0.0797598127556722,0.0180373649084139,0.3648729820332035,0.5144713011680851,0.1206557167987112
2024-04-07,"Saw someone littering at the park. It irked me more than it should have. Just the casual disregard for the environment left a bad taste in my mouth. I picked up the trash myself, but it made me wonder—how hard is it to just do the right thing? It’s frustrating seeing such carelessness.",0.2454094598051902,0.6189288828635419,0.0166858889478632,0.0020002430736994,0.0269123479185206,0.0657759899292226,0.0242871874619618,0.9127754855388158,0.0805880342509517,0.0066364802102323
2024-04-08,"Nothing eventful today. Just a regular cycle of work, eat, and sleep. It’s weird how some days just blur into the next without anything particularly exciting or upsetting happening. Maybe tomorrow will bring something different, but for now, today just existed in the background of my life.",0.0152233504969543,0.1427303399105865,0.1792667960424151,0.0054529860185808,0.5318673503666912,0.0464536289480498,0.0790055482167219,0.2272925497539034,0.6004336500504027,0.1722738001956937
2024-04-09,"Someone cut me off in traffic and had the audacity to honk at me. That irrational burst of anger stayed with me longer than I’d like to admit. I replayed the moment in my head, thinking of all the witty comebacks I could have said. It’s funny how small things can feel so big in the moment.",0.4317348769371245,0.0567138023479141,0.01411359284664,0.054744653021266,0.2327355239870133,0.0046219208227743,0.2053356300372674,0.3805341359775356,0.2728410831376326,0.3466247808848318
2024-04-10,"Tried a new dish today, and it was fantastic! There’s something about good food that instantly lifts the mood. I savored every bite, already thinking about when I could have it again. Cooking or ordering food isn’t just about eating; it’s about the experience of discovering something new.",0.0093313575665654,0.0670386472687945,0.0089424927564435,0.571659134342705,0.3098226075630095,0.0068201909465842,0.0263855695558977,0.0038716154082717,0.1285785509803714,0.8675498336113567
2024-04-11,"Got a message from a distant cousin out of nowhere. We haven’t spoken in years, and it was nice catching up. Life has taken us in such different directions, yet we still found common ground. It’s strange how time passes, but some connections never really fade completely.",0.0059257916606453,0.0100967132406679,0.0104702216654312,0.213935072550926,0.3458170414499163,0.0103515334531442,0.4034036259792687,0.0650809814207073,0.4427573169999324,0.4921617015793603
2024-04-12,"Felt a little lonely today. Not sure why. Maybe it’s just one of those days where everything feels a little heavier. I tried distracting myself with work and entertainment, but the feeling lingered in the background. Some days are just like that, and I guess that’s okay.",0.018500221954549,0.0848257614455246,0.0084512281152574,0.005612531015716,0.3260304996758931,0.380764100952543,0.1758156568405166,0.4515121400806945,0.4239197052693279,0.1245681546499775
2024-04-13,"Got through work, finished some errands, and wrapped up the day with a movie. Nothing particularly special, but not bad either. These kinds of days may not be memorable, but they make up most of life. And in a way, that’s comforting—just moving forward, one day at a time.",0.0076235864440005,0.2244821537591441,0.0050764732517245,0.2776786767338956,0.4361814738804088,0.0276779227045812,0.0212797132262451,0.0352577822264794,0.2446805492007543,0.7200616685727663
2024-04-14,"Had to walk through a poorly lit street at night. Heart raced a little faster than usual, even though nothing happened. Funny how the mind creates scenarios. The sound of footsteps behind me didn’t help, even though it was probably just another person walking home like me.",0.0358412374368195,0.0589624580957475,0.3171594052388141,0.0714431468421088,0.217377514437232,0.0386120118103131,0.2606042261389648,0.4941697267517859,0.4153477802565571,0.090482492991657
2024-04-15,"Had some street food that didn’t sit well with me. Regretted my choices almost instantly. My stomach was upset all night, and I kept scolding myself for not being more careful. Lesson learned—maybe I should stick to safer options next time.",0.1728853172721365,0.0709917658647573,0.0857573817052634,0.0063557390962679,0.2913994311281234,0.2962854306247811,0.0763249343086702,0.7334046318981988,0.2322661211174524,0.0343292469843486
2024-04-16,"Meetings, emails, and the usual work chaos. Nothing too dramatic, just the usual grind. Some days are just meant to be productive rather than exciting, and that’s okay. Checked a lot off my to-do list, so at least there’s some satisfaction in that.",0.0275028773230742,0.0216605307413322,0.0159164826942469,0.1980430847190591,0.518878479403418,0.0967864842910216,0.1212120608278477,0.2154059675847562,0.3743690976026735,0.4102249348125702
2024-04-17,"A random dog ran up to me while I was out for a walk. Tail wagging, full of energy. That brief interaction brightened my whole day. Animals have this pure joy about them that’s so infectious. It made me wish I had a dog of my own.",0.0518109257266832,0.0567674864108523,0.1373214376039149,0.4260398458988745,0.1294260206427018,0.088471105224024,0.1101631784929489,0.0364703167631531,0.3590113642662811,0.6045183189705657
2024-04-18,"Got into a small argument with a coworker. It wasn’t a big deal, but I hate when misunderstandings escalate unnecessarily. Spent the rest of the day replaying the conversation in my head, wishing I had handled it better. I guess I’ll have to clear things up tomorrow.",0.4059811400385216,0.065544699626863,0.0149239036311507,0.0081093628661527,0.2975689216072936,0.1990463104218348,0.0088256618081831,0.5551971416473123,0.4023920726253844,0.0424107857273033
2024-04-19,"Listened to an old song that brought back such good memories. Amazing how music can instantly transport you back to another time. I closed my eyes and let it take me back to simpler days, a nice escape from the present for a little while.",0.0043142337633192,0.0050196749811398,0.0019961894845785,0.4132108323074991,0.2209609990796438,0.0312489145168751,0.3232491558669441,0.0041579011039023,0.0757185652279787,0.9201235336681188
2024-04-20,"Found some extra cash in my jacket pocket. Completely unexpected but definitely welcomed! It’s not a lot, but it’s funny how something so small can make a difference in my mood. A lucky little discovery.",0.0195030631239021,0.0249323701846924,0.0178550885078107,0.3054165800487186,0.190990131043794,0.0325289055690906,0.4087738615219914,0.0064875071739982,0.2284013206219058,0.7651111722040959
2024-04-21,"Missed someone deeply today. Certain places and memories just bring it all back. I tried to stay busy, but the feeling stayed with me. Some people leave, but the memories never do. Maybe that’s both the blessing and the curse of having loved and lost.",0.0298070047709505,0.0680808739166823,0.0031984749538222,0.0046897858725864,0.3135173237031556,0.5689899673886778,0.0117165693941249,0.3160500970455317,0.5034639985251106,0.1804859044293576
2024-04-22,"Work was steady, and the day passed by without much excitement. I did a little reading in the evening, which helped me unwind. Not every day has to be an adventure—sometimes just having a calm, uneventful day is a good thing too.",0.0074330410822153,0.0125889746714634,0.0093729524419219,0.305400420384382,0.3679859991082994,0.2839085679509436,0.0133100443607741,0.008168474503919,0.2195670429577937,0.7722644825382872
2024-04-23,"Caught up with an old hobby today—painting. It’s been years since I picked up a brush, and at first, I felt rusty. But as the colors blended on the canvas, I lost track of time. There’s something freeing about creating without worrying about perfection. I think I’ll try to do this more often.",0.0362167861077431,0.0937310832107928,0.0718660504294128,0.1781885363252458,0.3810362654165364,0.1801164991865513,0.0588447793237176,0.1653974368580497,0.4232419062544802,0.41136065688747
2024-04-24,"Had a close call with a reckless driver today. One second, everything was normal, and the next, a car swerved dangerously close to mine. My heart pounded long after the moment passed. It’s scary how things can change in an instant. A reminder to always stay alert and appreciate the calm moments.",0.0886743677027364,0.0075036604896662,0.5259344307287871,0.0257661267940251,0.2011441360996159,0.1121702988774371,0.0388069793077318,0.3748399876565652,0.3101430566944801,0.3150169556489546
2024-04-25,"Unexpectedly got a day off! Instead of wasting it, I decided to make it count. Spent the morning at a cozy café, just sipping coffee and watching people go about their day. Then, I took a spontaneous walk in the park. No plans, no deadlines—just a day to breathe. It felt refreshing.",0.0098267063238149,0.0084100950884291,0.0041820924100668,0.5725864425685793,0.2327642972714818,0.0102832022814367,0.1619471640561912,0.0115142191813859,0.2945875020206848,0.6938982787979293
2024-04-26,"Landed in Japan today! The moment I stepped out of the airport, I felt a rush of excitement. Tokyo is alive with energy—neon lights, bustling streets, and an endless flow of people. Checked into my hotel and took a quick walk through Shinjuku. The sheer scale of the city is overwhelming but exhilarating. Can’t wait to explore more!",0.006902213214379,0.0021395875693993,0.0130702371027589,0.7153347037896349,0.1842710966720735,0.0036575276456332,0.0746246340061209,0.0033143998103199,0.2106856207192889,0.7859999794703911
2024-04-27,"Took the Shinkansen to Kyoto, and it felt like stepping into another world. The contrast between modern Tokyo and Kyoto’s historic charm is incredible. Visited the Fushimi Inari Shrine with its famous torii gates. The peacefulness of the temples, the sound of rustling leaves—it all felt surreal. Ended the day with matcha and traditional sweets.",0.0051516519783327,0.0115577363930797,0.1820358283536403,0.3386953031991085,0.1533109429597552,0.0112361388283634,0.29801239828772,0.0079111515816185,0.3934265189907612,0.5986623294276202
2024-04-28,"Back in Tokyo and finally saw the famous Shibuya Crossing. The sheer number of people moving in perfect rhythm was mesmerizing. Visited Akihabara, the paradise for anime and tech lovers, and spent way too much time in arcades. Had the best ramen of my life at a tiny shop hidden in an alley. Japan keeps surprising me!",0.0057963613516544,0.0590854459487615,0.0096443022993566,0.3949460915299405,0.1860519415980598,0.008675111378914,0.3358007458933129,0.0193044384963005,0.1554382620601195,0.82525729944358
2024-04-29,"My last day here, and I’m already wishing I had more time. Walked through Asakusa, took in the view from Tokyo Tower, and made one last stop for sushi. Japan has been an unforgettable experience—from the kindness of strangers to the smallest details in everyday life. Leaving with a heart full of memories.",0.0079494633810576,0.0219304424787815,0.0356664906028037,0.162708072220043,0.3170709506018099,0.3731262469752046,0.0815483337402995,0.039334371353379,0.4578218334593282,0.5028437951872927
2024-04-30,"It’s funny looking back at these last 30 days. So many small moments, so many emotions. Life really is a mix of everything, isn’t it? Some days were great, some weren’t, but they all mattered in their own way.",0.0097475435213821,0.0186232295702998,0.0089173324661221,0.0593669015235162,0.522377287023777,0.0079621514256036,0.3730055544692988,0.0680114443622384,0.4577973379824922,0.4741912176552694
