Date,Mood,Dominant Emotion,Text Entry,Anger,Disgust,Fear,Joy,Sadness,Surprise,Neutral,Negative Sentiment,Positive Sentiment
2024-04-14 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.01996118202805519,0.016892481595277786,0.03495672345161438,0.04931549355387688,0.5105752944946289,0.04299350082874298,0.3253052830696106,0.0014374726451933384,0.9985625147819519
2024-04-15 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"Had to walk through a poorly lit street at night. Heart raced a little faster than usual, even though nothing happened. Funny how the mind creates scenarios. The sound of footsteps behind me didnâ€™t",0.008999046869575977,0.012038162909448147,0.0325479656457901,0.0048011671751737595,0.040226470679044724,0.00757222855463624,0.8938149809837341,0.9902557730674744,0.009744273498654366
2024-04-15 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"The sound of footsteps behind me didnâ€™t help, even though it was probably just another person walking home like me. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went",0.001969568897038698,0.003882570890709758,0.0029926898423582315,0.9021013379096985,0.050937868654727936,0.00713211577385664,0.030983861535787582,0.9994710087776184,0.0005290128756314516
2024-04-15 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.0010243807919323444,0.0005229506059549749,0.00031295017106458545,0.9769878387451172,0.006604124326258898,0.0025429304223507643,0.012004858814179897,0.0012614147271960974,0.9987385869026184
2024-04-16 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"Had some street food that didnâ€™t sit well with me. Regretted my choices almost instantly. My stomach was upset all night, and I kept scolding myself for not being more careful. Lesson learnedâ€”maybe I",0.3328740894794464,0.06361134350299835,0.09391577541828156,0.005742584355175495,0.11162364482879639,0.29649436473846436,0.09573826938867569,0.9990398287773132,0.0009601579513400793
2024-04-16 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"not being more careful. Lesson learnedâ€”maybe I should stick to safer options next time. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a",0.006049534771591425,0.002582161221653223,0.0020348639227449894,0.9003759026527405,0.06485621631145477,0.009607604704797268,0.014493780210614204,0.9946656227111816,0.005334367975592613
2024-04-16 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.011911015957593918,0.004867064766585827,0.005526671651750803,0.06478301435709,0.6123958826065063,0.025468546897172928,0.27504783868789673,0.0014646119670942426,0.9985353946685791
2024-04-17 00:00:00,Sad ğŸ˜¢ (Positive Outlook),sadness,"Meetings, emails, and the usual work chaos. Nothing too dramatic, just the usual grind. Some days are just meant to be productive rather than exciting, and thatâ€™s okay. Checked a lot off my to-do",0.011172987520694733,0.0050823320634663105,0.0023600903805345297,0.05535835027694702,0.7842574715614319,0.052564606070518494,0.08920413255691528,0.005513623356819153,0.994486391544342
2024-04-17 00:00:00,Sad ğŸ˜¢ (Positive Outlook),sadness,"and thatâ€™s okay. Checked a lot off my to-do list, so at least thereâ€™s some satisfaction in that. Later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.010284463874995708,0.00984035525470972,0.00103861337993294,0.5398457646369934,0.4132629930973053,0.012449176050722599,0.013278617523610592,0.004305336158722639,0.995694637298584
2024-04-18 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"Got into a small argument with a coworker. It wasnâ€™t a big deal, but I hate when misunderstandings escalate unnecessarily. Spent the rest of the day replaying the conversation in my head, wishing I",0.42932844161987305,0.16001756489276886,0.011202288791537285,0.008372158743441105,0.05068095773458481,0.33061209321022034,0.009786521084606647,0.99594646692276,0.004053587093949318
2024-04-18 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"replaying the conversation in my head, wishing I had handled it better. I guess Iâ€™ll have to clear things up tomorrow. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I",0.0030492504592984915,0.002938361605629325,0.002025858499109745,0.6606751084327698,0.10394425690174103,0.18621788918972015,0.04114919900894165,0.9553762078285217,0.04462382569909096
2024-04-18 00:00:00,Happy ğŸ˜€ (Negative Outlook),joy,"at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.0010243807919323444,0.0005229506059549749,0.00031295017106458545,0.9769878387451172,0.006604124326258898,0.0025429304223507643,0.012004858814179897,0.0012614147271960974,0.9987385869026184
2024-04-19 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Listened to an old song that brought back such good memories. Amazing how music can instantly transport you back to another time. I closed my eyes and let it take me back to simpler days, a nice",0.002747200196608901,0.0013861495535820723,0.0018900622380897403,0.4404464364051819,0.05985565111041069,0.006843560375273228,0.4868309795856476,0.0011259687598794699,0.9988740086555481
2024-04-19 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"and let it take me back to simpler days, a nice escape from the present for a little while. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for",0.0014958054525777698,0.0005903189885430038,0.0002993904345203191,0.9723456501960754,0.012569725513458252,0.005044984165579081,0.007654088083654642,0.0011374683817848563,0.9988625049591064
2024-04-19 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.012499610893428326,0.00677925068885088,0.01044225413352251,0.05040794983506203,0.3002612590789795,0.054326873272657394,0.5652827620506287,0.0015129066305235028,0.998487114906311
2024-04-20 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Found some extra cash in my jacket pocket. Completely unexpected but definitely welcomed! Itâ€™s not a lot, but itâ€™s funny how something so small can make a difference in my mood. A lucky little",0.006143051199615002,0.0023820865899324417,0.0019891890697181225,0.24346096813678741,0.021718019619584084,0.005305906292051077,0.7190007567405701,0.001354568055830896,0.9986454844474792
2024-04-20 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"can make a difference in my mood. A lucky little discovery. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up",0.001310979132540524,0.0007202464039437473,0.0003548530803527683,0.9546153545379639,0.016352253034710884,0.004638247191905975,0.022008124738931656,0.0012951215030625463,0.9987049102783203
2024-04-20 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,the gym at 10 PM for a workout before wrapping up the day.,0.011769955977797508,0.006517859175801277,0.027577437460422516,0.0575312115252018,0.5166688561439514,0.025049325078725815,0.35488539934158325,0.0013588666915893555,0.9986410737037659
2024-04-21 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Missed someone deeply today. Certain places and memories just bring it all back. I tried to stay busy, but the feeling stayed with me. Some people leave, but the memories never do. Maybe thatâ€™s both",0.0018995727878063917,0.0039274124428629875,0.000681468693073839,0.0018322188407182693,0.015017432160675526,0.9723351001739502,0.004306858405470848,0.0024611870758235455,0.9975388050079346
2024-04-21 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"but the memories never do. Maybe thatâ€™s both the blessing and the curse of having loved and lost. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10",0.003635857719928026,0.005483079701662064,0.0018558158772066236,0.4974246919155121,0.046645741909742355,0.4215320646762848,0.023422691971063614,0.0033178143203258514,0.9966822266578674
2024-04-21 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.0009440815192647278,0.0004716481198556721,0.00028647802537307143,0.9815093278884888,0.004366621375083923,0.0027395794168114662,0.009682318195700645,0.0011839134385809302,0.9988161325454712
2024-04-22 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Work was steady, and the day passed by without much excitement. I did a little reading in the evening, which helped me unwind. Not every day has to be an adventureâ€”sometimes just having a calm,",0.00494239991530776,0.011227190494537354,0.014688423834741116,0.26278960704803467,0.5433271527290344,0.1520279049873352,0.010997381992638111,0.0015787722077220678,0.9984211921691895
2024-04-22 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"to be an adventureâ€”sometimes just having a calm, uneventful day is a good thing too. Earlier, I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a",0.002540094777941704,0.000981576624326408,0.000984721351414919,0.9683223962783813,0.015851441770792007,0.004877221304923296,0.006442572921514511,0.0019307772163301706,0.9980692267417908
2024-04-22 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.011911015957593918,0.004867064766585827,0.005526671651750803,0.06478301435709,0.6123958826065063,0.025468546897172928,0.27504783868789673,0.0014646119670942426,0.9985353946685791
2024-04-23 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Caught up with an old hobby todayâ€”painting. Itâ€™s been years since I picked up a brush, and at first, I felt rusty. But as the colors blended on the canvas, I lost track of time. Thereâ€™s something",0.019951187074184418,0.12069232761859894,0.2271406054496765,0.0031757608521729708,0.12025249004364014,0.36295077204704285,0.14583683013916016,0.0011172976810485125,0.9988827109336853
2024-04-23 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"canvas, I lost track of time. Thereâ€™s something freeing about creating without worrying about perfection. I think Iâ€™ll try to do this more often. Earlier, I played with my friends at 5 PM, which was",0.00682018231600523,0.002972399117425084,0.0033065215684473515,0.25826531648635864,0.686502993106842,0.01296905241906643,0.029163507744669914,0.00117421243339777,0.99882572889328
2024-04-23 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.0014149738708510995,0.0011804146924987435,0.00028628515428863466,0.978162944316864,0.010917343199253082,0.0024141494650393724,0.005623789969831705,0.0012632278958335519,0.9987367987632751
2024-04-24 00:00:00,Anxious ğŸ˜¨ (Positive Outlook),fear,"Had a close call with a reckless driver today. One second, everything was normal, and the next, a car swerved dangerously close to mine. My heart pounded long after the moment passed. Itâ€™s scary how",0.004945299122482538,0.002156022237613797,0.9576826095581055,0.0012482443125918508,0.00419323006644845,0.004137147217988968,0.025637520477175713,0.9946871995925903,0.005312779452651739
2024-04-24 00:00:00,Anxious ğŸ˜¨ (Positive Outlook),fear,"long after the moment passed. Itâ€™s scary how things can change in an instant. A reminder to always stay alert and appreciate the calm moments. Earlier, I played with my friends at 5 PM, which was a",0.002102950820699334,0.0014242867473512888,0.9744068384170532,0.0023453503381460905,0.00635232450440526,0.0013949900167062879,0.011973212473094463,0.002466068835929036,0.997533917427063
2024-04-24 00:00:00,Anxious ğŸ˜¨ (Positive Outlook),fear,"I played with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.0014149738708510995,0.0011804146924987435,0.00028628515428863466,0.978162944316864,0.010917343199253082,0.0024141494650393724,0.005623789969831705,0.0012632278958335519,0.9987367987632751
2024-04-25 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Unexpectedly got a day off! Instead of wasting it, I decided to make it count. Spent the morning at a cozy cafÃ©, just sipping coffee and watching people go about their day. Then, I took a spontaneous",0.015922144055366516,0.0028267132584005594,0.001452009310014546,0.7753298282623291,0.12087380886077881,0.004684591665863991,0.0789109617471695,0.0011019270168617368,0.9988980293273926
2024-04-25 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"go about their day. Then, I took a spontaneous walk in the park. No plans, no deadlinesâ€”just a day to breathe. It felt refreshing. Earlier, I played with my friends at 5 PM, which was a fun break,",0.001116694649681449,0.001025769510306418,0.00043661752715706825,0.9889494180679321,0.004619352053850889,0.0018950081430375576,0.0019572151359170675,0.0011093122884631157,0.9988906979560852
2024-04-25 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"with my friends at 5 PM, which was a fun break, and later, I went to the gym at 10 PM for a workout before wrapping up the day.",0.001151053817011416,0.0006853234372101724,0.00033709630952216685,0.976328432559967,0.00826131459325552,0.0026823566295206547,0.010554461739957333,0.001194703858345747,0.9988052845001221
2024-04-26 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"Landed in Japan today! The moment I stepped out of the airport, I felt a rush of excitement. Tokyo is alive with energyâ€”neon lights, bustling streets, and an endless flow of people. Checked into my",0.009047889150679111,0.0012807961320504546,0.016261635348200798,0.8846019506454468,0.011818223632872105,0.0010393180418759584,0.07595019787549973,0.00115479645319283,0.9988452196121216
2024-04-26 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,and an endless flow of people. Checked into my hotel and took a quick walk through Shinjuku. The sheer scale of the city is overwhelming but exhilarating. Canâ€™t wait to explore more!,0.0007222844287753105,0.00045187724754214287,0.0008616521372459829,0.9914279580116272,0.001617569592781365,0.0007939928909763694,0.0041246963664889336,0.00111163011752069,0.9988884329795837
2024-04-27 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"Took the Shinkansen to Kyoto, and it felt like stepping into another world. The contrast between modern Tokyo and Kyotoâ€™s historic charm is incredible. Visited the Fushimi Inari Shrine with its famous",0.0037921678740531206,0.005851257126778364,0.05527164787054062,0.11548812687397003,0.14686673879623413,0.005376291926950216,0.6673538088798523,0.0011884720297530293,0.9988116025924683
2024-04-27 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"Visited the Fushimi Inari Shrine with its famous torii gates. The peacefulness of the temples, the sound of rustling leavesâ€”it all felt surreal. Ended the day with matcha and traditional sweets.",0.003075007349252701,0.016209522262215614,0.4347982406616211,0.03585236892104149,0.039463307708501816,0.017579302191734314,0.45302221179008484,0.0011767413234338164,0.9988232254981995
2024-04-28 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"Back in Tokyo and finally saw the famous Shibuya Crossing. The sheer number of people moving in perfect rhythm was mesmerizing. Visited Akihabara, the paradise for anime and tech lovers, and spent way",0.0020186451729387045,0.001962820068001747,0.0045354631729424,0.739030122756958,0.08788985013961792,0.0037154050078243017,0.1608477383852005,0.0011731443228200078,0.998826801776886
2024-04-28 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"paradise for anime and tech lovers, and spent way too much time in arcades. Had the best ramen of my life at a tiny shop hidden in an alley. Japan keeps surprising me!",0.003058087546378374,0.0005988237680867314,0.003184195840731263,0.042034734040498734,0.011125266551971436,0.0029819414485245943,0.9370169639587402,0.0011871826136484742,0.9988127946853638
2024-04-29 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,"My last day here, and Iâ€™m already wishing I had more time. Walked through Asakusa, took in the view from Tokyo Tower, and made one last stop for sushi. Japan has been an unforgettable experienceâ€”from",0.001778227393515408,0.002624400658532977,0.020037414506077766,0.6306970715522766,0.08096372336149216,0.1646384447813034,0.09926069527864456,0.0011422542156651616,0.9988577365875244
2024-04-29 00:00:00,Happy ğŸ˜€ (Positive Outlook),joy,Japan has been an unforgettable experienceâ€”from the kindness of strangers to the smallest details in everyday life. Leaving with a heart full of memories.,0.0019455018918961287,0.006756732705980539,0.010304545983672142,0.7427436113357544,0.1812266707420349,0.007172814104706049,0.04985014721751213,0.0010748932836577296,0.9989250302314758
2024-04-30 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"Itâ€™s funny looking back at these last 30 days. So many small moments, so many emotions. Life really is a mix of everything, isnâ€™t it? Some days were great, some werenâ€™t, but they all mattered in their",0.010206564329564571,0.013464554212987423,0.005724301561713219,0.06525406986474991,0.12596802413463593,0.006331841927021742,0.7730506062507629,0.0014234796399250627,0.9985765218734741
2024-04-30 00:00:00,Neutral ğŸ˜ (Positive Outlook),neutral,"some werenâ€™t, but they all mattered in their own way. I wonder what the next month will bring.",0.006458599586039782,0.005832443945109844,0.0022400973830372095,0.003259079996496439,0.024826331064105034,0.00542406877502799,0.9519592523574829,0.0014390642754733562,0.9985609650611877
